"ProteinID","GeneID","Query.Length","Description","SequenceID","Length","GeneSymbol","pident","UniprotID"
"FUN_024572-T1","FUN_024572","Length:102","achacin-like isoform X2 [Acropora muricata]","XP_067026285.1",598,"ATP6V1A2",34.091,"P87317"
"FUN_024573-T1","FUN_024573","Length:333","hypothetical protein P5673_023374 [Acropora cervicornis]","KAK2555027.1",575,NA,39.394,"Q09109"
"FUN_024589-T1","FUN_024589","Length:797","Tyrosine kinase receptor Cad96Ca [Acropora cervicornis]","KAK2547303.1",374,"ROR1",46.205,"P35546"
"FUN_024594-T1","FUN_024594","Length:546","hypothetical protein P5673_033058 [Acropora cervicornis]","KAK2547155.1",232,NA,31.718,"Q8BLK3"
"FUN_024599-T1","FUN_024599","Length:409","putative NAD kinase 2 [Acropora cervicornis]","KAK2557695.1",480,"NADK2",52.442,"P58058"
"FUN_024609-T1","FUN_024609","Length:572","UPF0462 protein C4orf33-like protein [Acropora cervicornis]","KAK2557621.1",370,"GPRASP1",44.33,"Q6P2T7"
"FUN_024614-T1","FUN_024614","Length:545","Golgi integral membrane protein 4, partial [Acropora cervicornis]","KAK2557616.1",399,"GOLIM4",35.714,"O00461"
"FUN_024615-T1","FUN_024615","Length:518","DNA ligase 1-like [Acropora muricata]","XP_067027736.1",604,"SSAV1L",43.75,"Q4PBP6"
"FUN_024617-T1","FUN_024617","Length:454","Creatine kinase U-type [Acropora cervicornis]","KAK2550035.1",422,"PTPRU",72.507,"P70079"
"FUN_024620-T1","FUN_024620","Length:991","ER membrane protein complex subunit 1 [Acropora cervicornis]","KAK2550038.1",1020,"EMC1",40.533,"Q5ZL00"
"FUN_024622-T1","FUN_024622","Length:263","putative hydroxypyruvate isomerase [Acropora cervicornis]","KAK2550039.1",263,"HYI",42.264,"Q7T3H9"
"FUN_024627-T1","FUN_024627","Length:496","serine palmitoyltransferase 1-like [Montipora foliosa]","XP_068715368.1",497,"SSAV1L",57.328,"O35704"
"FUN_024628-T1","FUN_024628","Length:183","PREDICTED: histone H1-delta-like [Acropora digitifera]","XP_015775474.1",183,"ALKBH1",52,"P07305"
"FUN_024631-T1","FUN_024631","Length:415","phosphoglycerate kinase 1-like [Acropora millepora]","XP_029195797.2",415,"UCKL1",69.586,"Q3T0P6"
"FUN_024633-T1","FUN_024633","Length:450","glutaryl-CoA dehydrogenase, mitochondrial-like [Montipora capricornis]","XP_068727370.1",434,"TUFMP1",70.12,"Q2KHZ9"
"FUN_024634-T1","FUN_024634","Length:1027","PREDICTED: superkiller viralicidic activity 2-like 2 [Acropora digitifera]","XP_015775447.1",993,"SKIC2",69.289,"Q9CZU3"
"FUN_024671-T1","FUN_024671","Length:1203","NACHT, LRR and PYD domains-containing protein 4F-like [Acropora muricata]","XP_067042714.1",1107,"PPIAL4F",26.7,"Q9Y239"
"FUN_024673-T1","FUN_024673","Length:313","Deoxyribonuclease TATDN1 [Acropora cervicornis]","KAK2564774.1",260,"TATDN1",59.396,"Q148G4"
"FUN_024674-T1","FUN_024674","Length:454","PREDICTED: plexin domain-containing protein 2-like isoform X1 [Acropora digitifera]","XP_015767959.1",278,"VWC2L",32.581,"Q9DC11"
"FUN_024675-T1","FUN_024675","Length:165","perlucin-like protein [Acropora palmata]","XP_074629316.1",214,"GPRASP1",27.068,"Q4WAZ8"
"FUN_024678-T1","FUN_024678","Length:421","Plexin domain-containing protein 2 [Acropora cervicornis]","KAK2564777.1",335,"VWC2L",31.455,"Q9DC11"
"FUN_024681-T1","FUN_024681","Length:517","D-3-phosphoglycerate dehydrogenase-like [Acropora millepora]","XP_029190433.2",517,"G6PDL",53.996,"Q61753"
"FUN_024704-T1","FUN_024704","Length:308","hypothetical protein P5673_032852, partial [Acropora cervicornis]","KAK2547265.1",394,NA,37.838,"Q6ZU67"
"FUN_024749-T1","FUN_024749","Length:312","Geranylgeranyl pyrophosphate synthase [Acropora cervicornis]","KAK2546858.1",251,"NUS1P1",65.744,"Q9WTN0"
"FUN_024751-T1","FUN_024751","Length:564","Deleted in malignant brain tumors 1 protein [Acropora cervicornis]","KAK2546857.1",501,"DMBT1L1",58.861,"Q9UGM3"
"FUN_024754-T1","FUN_024754","Length:1260","uncharacterized protein [Acropora muricata]","XP_067048331.1",1211,"GPRASP1",55.909,"Q9UGM3"
"FUN_024757-T1","FUN_024757","Length:319","hypothetical protein P5673_032594 [Acropora cervicornis]","KAK2547425.1",317,NA,26.531,"Q9NRJ4"
"FUN_024760-T1","FUN_024760","Length:1124","Lectin BRA-3 [Acropora cervicornis]","KAK2547421.1",1040,"PSMA4",33.784,"P07439"
"FUN_024764-T1","FUN_024764","Length:298","Endonuclease domain-containing 1 protein [Acropora cervicornis]","KAK2547150.1",596,"TMX1",29.478,"O94919"
"FUN_024767-T1","FUN_024767","Length:359","hypothetical protein P5673_032806 [Acropora cervicornis]","KAK2547306.1",339,NA,30.833,"Q96NY8"
"FUN_024768-T1","FUN_024768","Length:361","hypothetical protein P5673_032806 [Acropora cervicornis]","KAK2547306.1",339,NA,27.941,"Q5R8H1"
"FUN_024770-T1","FUN_024770","Length:444","hypothetical protein P5673_032806 [Acropora cervicornis]","KAK2547306.1",339,NA,24.609,"P15364"
"FUN_024771-T1","FUN_024771","Length:155","NPC intracellular cholesterol transporter 2 [Acropora cervicornis]","KAK2567285.1",144,"NPC2",43.411,"P61916"
"FUN_024773-T1","FUN_024773","Length:469","Spondin-2 [Acropora cervicornis]","KAK2567333.1",369,"RSPO2",36.697,"Q9BUD6"
"FUN_024774-T1","FUN_024774","Length:643","PREDICTED: matrix-remodeling-associated protein 5-like [Acropora digitifera]","XP_015753900.1",604,"MXRA5",26.655,"Q9NR99"
"FUN_024776-T1","FUN_024776","Length:1055","Inactive tyrosine-protein kinase 7 [Acropora cervicornis]","KAK2567329.1",1163,"PTK7",32.486,"Q13308"
"FUN_024779-T1","FUN_024779","Length:307","CDK-activating kinase assembly factor MAT1 [Acropora cervicornis]","KAK2567593.1",236,"FMC1",45.981,"P51950"
"FUN_024784-T1","FUN_024784","Length:151","Sarcoplasmic reticulum histidine-rich calcium-binding protein [Acropora cervicornis]","KAK2551565.1",154,"SCPPPQ1",37.931,"P16230"
"FUN_024811-T1","FUN_024811","Length:4607","Prolow-density lipoprotein receptor-related protein 1 [Acropora cervicornis]","KAK2548597.1",2162,"LRPAP1",36.888,"P98158"
"FUN_024817-T1","FUN_024817","Length:341","ELAV-like protein 1 [Acropora cervicornis]","KAK2569720.1",499,"ELAVL1",39.458,"Q15717"
"FUN_024818-T1","FUN_024818","Length:278","S-methyl-5'-thioadenosine phosphorylase-like [Acropora millepora]","XP_029200123.2",295,"PYGBL",65.926,"A7SN31"
"FUN_024819-T1","FUN_024819","Length:517","N-sulphoglucosamine sulphohydrolase-like isoform X1 [Acropora muricata]","XP_067028225.1",517,"ATP6V1A2",63.169,"P51688"
"FUN_024820-T1","FUN_024820","Length:356","ELAV-like protein 1 [Desmophyllum pertusum]","KAJ7375973.1",348,"ELAVL1",45.797,"Q28FX0"
"FUN_024821-T1","FUN_024821","Length:253","Gamma-glutamyl peptidase 4 [Acropora cervicornis]","KAK2569752.1",344,"HTRA4",34.694,"F4INN2"
"FUN_024822-T1","FUN_024822","Length:162","calcyphosin-like protein [Acropora muricata]","XP_067028251.1",191,"GPRASP1",51.534,"Q6P8Y1"
"FUN_024825-T1","FUN_024825","Length:966","Glycine dehydrogenase (decarboxylating) [Acropora cervicornis]","KAK2569775.1",1024,"GLDC",63.017,"Q91W43"
"FUN_024827-T1","FUN_024827","Length:441","prostatic acid phosphatase-like isoform X1 [Acropora muricata]","XP_067028235.1",448,"PTPLC",28.08,"Q10944"
"FUN_024838-T1","FUN_024838","Length:219","uncharacterized protein LOC114946882 [Acropora millepora]","XP_029179353.2",219,"GPRASP1",36.416,"Q99715"
"FUN_024839-T1","FUN_024839","Length:224","transmembrane cell adhesion receptor mua-3-like isoform X2 [Acropora millepora]","XP_029194736.2",187,"ATP6V1A2",33.129,"P15989"
"FUN_024847-T1","FUN_024847","Length:2200","Sushi [Acropora cervicornis]","KAK2569142.1",1460,"SNED1",32.484,"P0C6B8"
"FUN_024850-T1","FUN_024850","Length:318","nudC domain-containing protein 3-like [Acropora millepora]","XP_029179375.2",345,"SCUBE3",32.722,"Q8R1N4"
"FUN_024854-T1","FUN_024854","Length:1906","Collagen alpha-1(XXVII) chain B [Acropora cervicornis]","KAK2564982.1",2460,"COL27A1",39.385,"P02466"
"FUN_024855-T1","FUN_024855","Length:485","Collagen alpha-1(XXVII) chain B [Acropora cervicornis]","KAK2564982.1",2460,"COL27A1",51.092,"D3YXG0"
"FUN_024855-T2","FUN_024855","Length:1457","Collagen alpha-1(XXVII) chain B [Acropora cervicornis]","KAK2564982.1",2460,"COL27A1",36.232,"B3EWZ3"
"FUN_024857-T1","FUN_024857","Length:1425","Collagen alpha-1(XXVII) chain B [Acropora cervicornis]","KAK2564985.1",1460,"COL27A1",38.416,"P08120"
"FUN_024858-T1","FUN_024858","Length:119","PREDICTED: uncharacterized protein LOC107351574 [Acropora digitifera]","XP_015773358.1",119,"PLGRKT",33.846,"Q62915"
"FUN_024859-T1","FUN_024859","Length:1301","Pleckstrin homology-like domain family B member 1 [Acropora cervicornis]","KAK2564914.1",905,"PHLDB1",32.867,"Q96L93"
"FUN_024861-T1","FUN_024861","Length:420","Conserved oligomeric Golgi complex subunit 8 [Acropora cervicornis]","KAK2564916.1",529,"COG8",23.188,"P02469"
"FUN_024862-T1","FUN_024862","Length:158","mitochondrial fission 1 protein-like [Acropora millepora]","XP_029198017.2",145,"MLPL1",46.552,"Q9CQ92"
"FUN_024863-T1","FUN_024863","Length:613","Conserved oligomeric Golgi complex subunit 8 [Acropora cervicornis]","KAK2564916.1",529,"COG8",48.617,"Q2TBH9"
"FUN_024868-T1","FUN_024868","Length:922","Adhesion G-protein coupled receptor D1 [Acropora cervicornis]","KAK2564949.1",898,"ADGRD1",29.221,"O97827"
"FUN_024870-T1","FUN_024870","Length:216","Programmed cell death protein 10 [Acropora cervicornis]","KAK2564945.1",175,"PDCD10",51.707,"Q8AVR4"
"FUN_024872-T1","FUN_024872","Length:268","LysM and putative peptidoglycan-binding domain-containing protein 2 [Acropora cervicornis]","KAK2565298.1",268,"LYSMD2",35.928,"Q3B7I8"
"FUN_024874-T1","FUN_024874","Length:673","PREDICTED: LOW QUALITY PROTEIN: dymeclin-like [Acropora digitifera]","XP_015758436.1",651,"TCF25",49.13,"Q5ZLW3"
"FUN_024879-T1","FUN_024879","Length:405","hypothetical protein P5673_011264 [Acropora cervicornis]","KAK2565303.1",190,NA,27.835,"P34269"
"FUN_024880-T1","FUN_024880","Length:83","hypothetical protein P5673_011110 [Acropora cervicornis]","KAK2565181.1",91,NA,40.816,"B8XH30"
"FUN_024881-T1","FUN_024881","Length:346","Mitochondrial coenzyme A transporter SLC25A42 [Acropora cervicornis]","KAK2565182.1",346,"ACAD",51.543,"Q0P483"
"FUN_024882-T1","FUN_024882","Length:675","Heat shock factor 2-binding protein [Acropora cervicornis]","KAK2565183.1",958,"HSF2BP",40.351,"P38565"
"FUN_024889-T1","FUN_024889","Length:84","unnamed protein product [Porites lobata]","CAH3142192.1",84,"UBA52",57.576,"Q5FVD7"
"FUN_024890-T1","FUN_024890","Length:235","Thioredoxin domain-containing protein [Acropora cervicornis]","KAK2565178.1",203,"VWC2L",32.955,"Q4N4N8"
"FUN_024898-T1","FUN_024898","Length:503","DnaJ-like protein subfamily C member 2 [Acropora cervicornis]","KAK2554006.1",344,"NR2C2",48.633,"Q7TQ20"
"FUN_024898-T2","FUN_024898","Length:616","DnaJ-like protein subfamily C member 2 [Acropora cervicornis]","KAK2554006.1",344,"NR2C2",50.242,"Q7TQ20"
"FUN_024899-T1","FUN_024899","Length:314","Lamina-associated polypeptide 2 [Acropora cervicornis]","KAK2554002.1",296,"IGLL2P",36.649,"Q62733"
"FUN_024900-T1","FUN_024900","Length:703","Sodium/glucose cotransporter 2 [Acropora cervicornis]","KAK2553999.1",412,NA,46.721,"Q5FY69"
"FUN_024904-T1","FUN_024904","Length:288","U3 small nucleolar ribonucleoprotein IMP4 [Acropora cervicornis]","KAK2553961.1",252,"IMP3",65.591,"Q5R947"
"FUN_024914-T1","FUN_024914","Length:177","Adrenodoxin-like protein 2, partial [Acropora cervicornis]","KAK2570674.1",111,"LGI1",53.968,"Q8SZA8"
"FUN_024915-T1","FUN_024915","Length:312","hypothetical protein P5673_004556 [Acropora cervicornis]","KAK2570851.1",270,NA,27.16,"S8G033"
"FUN_024917-T1","FUN_024917","Length:215","Regulation of enolase protein 1 [Acropora cervicornis]","KAK2570854.1",215,"ENO1P1",29.73,"P40893"
"FUN_024922-T1","FUN_024922","Length:474","CAAX prenyl protease 1 homolog [Acropora millepora]","XP_044178102.1",474,"RCE1",61.407,"Q80W54"
"FUN_024923-T1","FUN_024923","Length:398","Neuromedin-U receptor 2 [Acropora cervicornis]","KAK2570656.1",398,"NMUR2",31.761,"Q9GZQ4"
"FUN_024936-T1","FUN_024936","Length:842","Transcription factor RFX3 [Acropora cervicornis]","KAK2550045.1",810,"RFX3-DT",55.416,"P48380"
"FUN_024938-T1","FUN_024938","Length:855","uncharacterized protein LOC114959683 [Acropora millepora]","XP_044170421.1",1329,"GPRASP1",33.548,"Q86Y13"
"FUN_024964-T1","FUN_024964","Length:647","Peroxidasin-like protein [Acropora cervicornis]","KAK2561553.1",642,"GPRASP1",32.542,"Q3UQ28"
"FUN_025021-T1","FUN_025021","2 Length: 205","DPY30 domain-containing protein 2-like [Acropora millepora]","XP_029202869.2",205,"VWC2L",50.725,"Q8WWB3"
"FUN_025025-T1","FUN_025025","53 Length: 463","Elongation factor 1-alpha [Acropora cervicornis]","KAK2547559.1",458,"EEF1A1P1",85.281,"Q92005"
"FUN_025058-T1","FUN_025058","Length: 549","cilia- and flagella- associated protein 210-like [Acropora muricata]","XP_067021787.1",549,"HOATZ",36.331,"Q0VFZ6"
"FUN_025067-T1","FUN_025067","Length: 185","GTP-binding protein Rheb [Acropora cervicornis]","KAK2570493.1",136,"RHEBL1",64.865,"Q15382"
"FUN_025068-T1","FUN_025068","Length: 239","Protein canopy-like protein 2 [Acropora cervicornis]","KAK2570006.1",103,"CDK2AP2P2",41.892,"Q9Y2B0"
"FUN_025077-T1","FUN_025077","Length: 452","Translation initiation factor eIF-2B subunit gamma [Acropora cervicornis]","KAK2556615.1",254,"EIF2B3",45.898,"A5PJI7"
"FUN_025079-T1","FUN_025079","Length: 363","glutamine synthetase-like [Acropora millepora]","XP_044164402.1",363,"FDPSP2",68.347,"P16580"
"FUN_025085-T1","FUN_025085","Length: 483","Hydroxymethylglutaryl-CoA synthase [Acropora cervicornis]","KAK2556619.1",483,"AASS",57.759,"P54868"
"FUN_025087-T1","FUN_025087","Length: 585",NA,"",NA,"ATP1A1",32.979,"Q0ZJ30"
"FUN_025088-T1","FUN_025088","Length: 441","Insoluble matrix shell protein 1 [Acropora cervicornis]","KAK2574397.1",421,"ECM1P1",39.286,"P86982"
"FUN_025090-T1","FUN_025090","Length: 400","Ectin [Acropora cervicornis]","KAK2574393.1",456,NA,95.75,"B3EWZ8"
"FUN_025093-T1","FUN_025093","6 Length: 394","Replication factor C subunit 2 [Acropora cervicornis]","KAK2574390.1",438,"RFC2",80.547,"Q05B83"
"FUN_025097-T1","FUN_025097","7 Length: 1033","acyl-CoA dehydrogenase family member 10-like isoform X1 [Acropora muricata]","XP_067033223.1",1033,"MRGPRX1",57.466,"Q8K370"
"FUN_025101-T1","FUN_025101","Length:1083","LOW QUALITY PROTEIN: serine/arginine repetitive matrix protein 2-like [Acropora millepora]","XP_029195590.2",1083,NA,52.41,"Q8BTI8"
"FUN_025102-T1","FUN_025102","8 Length: 475","bleomycin hydrolase-like [Acropora millepora]","XP_029195655.2",474,"BPHL",52.688,"Q13867"
"FUN_025103-T1","FUN_025103","9 Length: 273",NA,"",NA,"ATP1A1",28.713,"Q3TYE7"
"FUN_025117-T1","FUN_025117","0 Length: 180","D-inositol 3-phosphate glycosyltransferase [Acropora cervicornis]","KAK2557868.1",549,"AGPAT3",25,"Q607I0"
"FUN_025187-T1","FUN_025187","1 Length: 287","Endoplasmic reticulum-Golgi intermediate compartment protein 1 [Acropora cervicornis]","KAK2549480.1",219,"ERGIC1",64.36,"Q969X5"
"FUN_025202-T1","FUN_025202","2 Length: 352","serine/threonine-protein phosphatase 2B catalytic subunit 2-like [Pocillopora damicornis]","XP_027039185.1",484,NA,73.746,"P63328"
"FUN_025205-T1","FUN_025205","3 Length: 539","Prolyl 4-hydroxylase subunit alpha-2 [Acropora cervicornis]","KAK2557062.1",517,"P4HA2",42.964,"Q60715"
"FUN_025216-T1","FUN_025216","4 Length: 658","hypothetical protein P5673_033555, partial [Acropora cervicornis]","KAK2546792.1",219,NA,32.99,"Q8K5A9"
"FUN_025233-T1","FUN_025233","5 Length: 591","hypothetical protein P5673_033559 [Acropora cervicornis]","KAK2546786.1",403,NA,36.842,"P0A3V3"
"FUN_025273-T1","FUN_025273","6 Length: 215","motile sperm domain-containing protein 1-like isoform X2 [Acropora muricata]","XP_067030603.1",214,"FILIP1LP1",49.057,"Q9UJG1"
"FUN_025274-T1","FUN_025274","7 Length: 183","PREDICTED: ras-related protein Rap-2a-like [Acropora digitifera]","XP_015750732.1",183,"RAC1P4",71.186,"Q5R988"
"FUN_025275-T1","FUN_025275","8 Length: 249","tetraspanin-7-like [Acropora millepora]","XP_029183168.1",249,NA,38.866,"Q7YQK9"
"FUN_025276-T1","FUN_025276","9 Length: 508","importin subunit alpha-3-like [Montipora foliosa]","XP_068685248.1",513,"MEP1AL3",68.442,"O35343"
"FUN_025282-T1","FUN_025282","0 Length: 246","hypothetical protein P5673_020270 [Acropora cervicornis]","KAK2557523.1",400,NA,27.273,"Q24372"
"FUN_025284-T1","FUN_025284","1 Length: 875","Tyrosine kinase receptor Cad96Ca [Acropora cervicornis]","KAK2566439.1",847,"ROR1",44.884,"P35546"
"FUN_025288-T1","FUN_025288","2 Length: 816","Tyrosine kinase receptor Cad96Ca [Acropora cervicornis]","KAK2557549.1",445,"ROR1",44.484,"Q9VBW3"
"FUN_025289-T1","FUN_025289","3 Length: 1368","Hemicentin-2 [Acropora cervicornis]","KAK2549868.1",1229,"HMCN2",26.621,"D3YXG0"
"FUN_025309-T1","FUN_025309","Length:311","Glyoxalase domain-containing protein 4 [Acropora cervicornis]","KAK2574162.1",289,"LCP2",61.184,"Q9CPV4"
"FUN_025317-T1","FUN_025317","4 Length: 276","phosphotriesterase-related protein-like [Acropora millepora]","XP_029213215.2",350,"MLPL1",58.696,"A7RFA1"
"FUN_025319-T1","FUN_025319","5 Length: 441","glycoprotein 3-alpha-L-fucosyltransferase A-like [Acropora millepora]","XP_029213212.2",402,"FUT4",32.323,"Q9VUL9"
"FUN_025324-T1","FUN_025324","6 Length: 534","Tyrosinase [Acropora cervicornis]","KAK2548884.1",656,"TYR",29.091,"A0A261GVB1"
"FUN_025351-T1","FUN_025351","7 Length: 367","RNA 3'-terminal phosphate cyclase-like isoform X1 [Acropora muricata]","XP_067027666.1",367,"RTCA",53.186,"Q4R3J0"
"FUN_025357-T1","FUN_025357","8 Length: 191","PREDICTED: glutathione peroxidase 7-like [Acropora digitifera]","XP_015756041.1",191,"GPX1",49.375,"Q96SL4"
"FUN_025359-T1","FUN_025359","9 Length: 188","unnamed protein product [Pocillopora meandrina]","CAH3130007.1",188,"UBA52",66.667,"Q2NL13"
"FUN_025366-T1","FUN_025366","0 Length: 276","hypothetical protein P5673_005740 [Acropora cervicornis]","KAK2569884.1",215,NA,46.667,"B3EWY9"
"FUN_025370-T1","FUN_025370","1 Length: 391","Protein OSCP1 [Acropora cervicornis]","KAK2558048.1",398,"OSCP1",59.5,"Q4QQS3"
"FUN_025372-T1","FUN_025372","2 Length: 266","Olfactomedin-like protein 2A [Acropora cervicornis]","KAK2558115.1",435,"FHIP2A",36.765,"Q8BHP7"
"FUN_025372-T2","FUN_025372","Length:322","Olfactomedin-like protein 2A [Acropora cervicornis]","KAK2558115.1",435,"FHIP2A",35.647,"O70624"
"FUN_025376-T1","FUN_025376","3 Length: 384","Olfactomedin-like protein 2A [Acropora cervicornis]","KAK2558115.1",435,"FHIP2A",35.821,"Q8BHP7"
"FUN_025378-T1","FUN_025378","4 Length: 298","Ubiquinone biosynthesis O-methyltransferase [Acropora cervicornis]","KAK2558120.1",302,"LRTOMT",46.559,"Q63159"
"FUN_025380-T1","FUN_025380","5 Length: 719","Iron-sulfur clusters transporter ABCB7 [Acropora cervicornis]","KAK2558119.1",714,"FCGRT",61.792,"Q704E8"
"FUN_025394-T1","FUN_025394","6 Length: 796","Tetratricopeptide repeat protein 28 [Acropora cervicornis]","KAK2547740.1",1709,"TTC28",32.33,"Q96AY4"
"FUN_025406-T1","FUN_025406","7 Length: 384","hypothetical protein P5673_032806 [Acropora cervicornis]","KAK2547306.1",339,NA,32.093,"Q98919"
"FUN_025407-T1","FUN_025407","8 Length: 695","Hemicentin-1, partial [Acropora cervicornis]","KAK2549888.1",457,"LGI1",30.62,"A2AJ76"
"FUN_025409-T1","FUN_025409","9 Length: 259","Phenylacetaldehyde reductase [Acropora cervicornis]","KAK2552267.1",152,"ALDRL2",33.333,"P53111"
"FUN_025448-T1","FUN_025448","0 Length: 2819","Adhesion G protein-coupled receptor L3 [Acropora cervicornis]","KAK2547208.1",1162,"ADGRL3",31.087,"Q9HAR2"
"FUN_025449-T1","FUN_025449","1 Length: 1790","Adhesion G protein-coupled receptor L3 [Acropora cervicornis]","KAK2547207.1",1622,"ADGRL3",30.307,"Q9HAR2"
"FUN_025450-T1","FUN_025450","2 Length: 196","proteasome subunit beta type-2-like [Montipora foliosa]","XP_068678302.1",198,"PILRB",68.452,"P40307"
"FUN_025456-T1","FUN_025456","3 Length: 2341","Agrin [Acropora cervicornis]","KAK2551793.1",1918,"AGRN",33.971,"O00468"
"FUN_025457-T1","FUN_025457","4 Length: 431","bystin-like isoform X1 [Acropora millepora]","XP_029181382.2",431,"ATP6V1A2",69.838,"A7S7F2"
"FUN_025466-T1","FUN_025466","5 Length: 204","hypothetical protein P5673_025351 [Acropora cervicornis]","KAK2553374.1",210,NA,24.706,"Q9VCU9"
"FUN_025467-T1","FUN_025467","6 Length: 1825","trichohyalin-like isoform X1 [Acropora muricata]","XP_067042122.1",2104,"ATP6V1A2",40.299,"Q3UH68"
"FUN_025469-T1","FUN_025469","7 Length: 866","Heat shock 70 kDa protein 4L [Acropora cervicornis]","KAK2553323.1",1000,"MT-ND4L",50.169,"Q94738"
"FUN_025475-T1","FUN_025475","8 Length: 256","hypothetical protein P5673_025299 [Acropora cervicornis]","KAK2553328.1",256,NA,34.737,"Q9UQP3"
"FUN_025479-T1","FUN_025479","9 Length: 311","tenascin-like [Acropora millepora]","XP_044176409.1",313,NA,27.686,"P22105"
"FUN_025482-T1","FUN_025482","0 Length: 377","Alcohol dehydrogenase class-3, partial [Acropora cervicornis]","KAK2553448.1",346,"POU3F3",76.8,"P79896"
"FUN_025484-T1","FUN_025484","1 Length: 294","Ribose-phosphate pyrophosphokinase 4 [Acropora cervicornis]","KAK2553467.1",323,"TPK1",52.569,"Q9XGA0"
"FUN_025485-T1","FUN_025485","2 Length: 381","Methionine aminopeptidase 1 [Acropora cervicornis]","KAK2553466.1",215,"METAP1",69.211,"Q4QRK0"
"FUN_025489-T1","FUN_025489","3 Length: 912","Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1-like isoform X1 [Acropora millepora]","XP_044181169.1",1976,"GBF1",51.339,"Q92538"
"FUN_025491-T1","FUN_025491","4 Length: 499","Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1-like isoform X1 [Acropora millepora]","XP_044181169.1",1976,"GBF1",67.22,"Q92538"
"FUN_025493-T1","FUN_025493","5 Length: 580","hypothetical protein P5673_033559 [Acropora cervicornis]","KAK2546786.1",403,NA,38.596,"P25017"
"FUN_025495-T1","FUN_025495","6 Length: 119","LOW QUALITY PROTEIN: CREB-regulated transcription coactivator 1-like [Acropora muricata]","XP_067057507.1",493,"CRTC1",35.345,"Q52KS4"
"FUN_025496-T1","FUN_025496","7 Length: 572","Sorting nexin-27 [Acropora cervicornis]","KAK2564364.1",393,"SNX27",49.802,"Q3UHD6"
"FUN_025501-T1","FUN_025501","8 Length: 377","GTPase IMAP family member 4 [Acropora cervicornis]","KAK2549237.1",906,"GIMAP4",23.695,"Q98989"
"FUN_025517-T1","FUN_025517","9 Length: 1871","plexin A3-like isoform X2 [Acropora muricata]","XP_067042192.1",1906,"CCL3L1",37.428,"Q80UG2"
"FUN_025521-T1","FUN_025521","0 Length: 412","Beta-1 [Acropora cervicornis]","KAK2556644.1",396,"TGFBRE",32.773,"O54904"
"FUN_025523-T1","FUN_025523","1 Length: 312","Tolloid-like protein 1 [Acropora cervicornis]","KAK2556642.1",332,"MAPK1IP1L",28.866,"O43897"
"FUN_025525-T1","FUN_025525","2 Length: 1183","uncharacterized protein [Acropora muricata]","XP_067026875.1",1267,"GPRASP1",25,"B1VEI4"
"FUN_025533-T1","FUN_025533","3 Length: 268","Zinc metalloproteinase nas-14 [Acropora cervicornis]","KAK2552114.1",296,"ZMPSTE24",35.366,"Q19269"
"FUN_025536-T1","FUN_025536","4 Length: 296","NAD(P)H-hydrate epimerase-like [Acropora muricata]","XP_067042556.1",254,"DSEL",71.053,"A7RPT4"
"FUN_025582-T1","FUN_025582","5 Length: 545","Tumor necrosis factor receptor superfamily member 16, partial [Acropora cervicornis]","KAK2553330.1",1491,"TNFRSF12L",35.965,"Q9Z0W1"
"FUN_025583-T1","FUN_025583","6 Length: 273","LOW QUALITY PROTEIN: ATP-dependent (S)-NAD(P)H-hydrate dehydratase-like [Acropora millepora]","XP_044176373.1",379,"HFM1",53.333,"A7RRZ8"
"FUN_025584-T1","FUN_025584","7 Length: 1022","protocadherin Fat 4-like [Acropora millepora]","XP_029199021.2",1020,"XRCC4L",29.787,"Q71M42"
"FUN_025585-T1","FUN_025585","8 Length: 295","uncharacterized protein LOC114963916 [Acropora millepora]","XP_029199022.2",295,"GPRASP1",51.852,"A7X4K7"
"FUN_025589-T1","FUN_025589","9 Length: 3328","protocadherin Fat 4-like [Acropora millepora]","XP_029199018.2",3328,"XRCC4L",33.844,"Q96JQ0"
"FUN_025592-T1","FUN_025592","0 Length: 334","L-lactate dehydrogenase-like isoform X5 [Acropora millepora]","XP_029199030.2",334,"G6PDL",61.377,"Q95028"
"FUN_025594-T1","FUN_025594","1 Length: 182","Acyl carrier protein [Acropora cervicornis]","KAK2569147.1",182,"MCAT",54.762,"Q0MQC1"
"FUN_025595-T1","FUN_025595","2 Length: 565","glutathione hydrolase-like YwrD proenzyme [Acropora muricata]","XP_067042956.1",565,"BPHL",35.971,"O05218"
"FUN_025597-T1","FUN_025597","3 Length: 267","WW domain-binding protein 2 [Acropora cervicornis]","KAK2569264.1",267,"WBP2",36.296,"Q969T9"
"FUN_025622-T1","FUN_025622","4 Length: 238","uncharacterized protein LOC114956980 [Acropora millepora]","XP_044166428.1",268,"GPRASP1",37.5,"A1VC44"
"FUN_025623-T1","FUN_025623","5 Length: 511","hypothetical protein P5673_028664 [Acropora cervicornis]","KAK2550613.1",495,NA,24.852,"E9Q8G5"
"FUN_025626-T1","FUN_025626","6 Length: 563","PREDICTED: putative beta-lactamase-like 1 [Acropora digitifera]","XP_015747799.1",563,"LACTBL1",30.769,"A8MY62"
"FUN_025631-T1","FUN_025631","7 Length: 241","Eukaryotic translation initiation factor 4E type 3 [Acropora cervicornis]","KAK2550636.1",282,"EIF4E3",52.792,"Q6NU27"
