"Protein","Protein.Description","pident","UniprotID"
"XP_020624469.1","epididymal sperm-binding protein 1-like [Orbicella faveolata]",32.759,"P41245"
"XP_020624470.1","dystonin-like [Orbicella faveolata]",26.131,"P11530"
"XP_020624472.1","N-acetyl-D-glucosamine kinase-like [Orbicella faveolata]",48.837,"Q3SZM9"
"XP_020624473.1","failed axon connections homolog [Orbicella faveolata]",34.599,"D3ZAT9"
"XP_020624483.1","cleavage and polyadenylation specificity factor subunit 2-like isoform X1 [Orbicella faveolata]",60.202,"O35218"
"XP_020624484.1","uncharacterized protein LOC110061959 [Orbicella faveolata]",26.437,"Q6DYE8"
"XP_020624487.1","uncharacterized protein LOC110061962 [Orbicella faveolata]",25.888,"Q9J569"
"XP_020624489.1","LOW QUALITY PROTEIN: cilia- and flagella-associated protein 206-like [Orbicella faveolata]",61.085,"Q29RL1"
"XP_020624493.1","uncharacterized protein LOC110061969 isoform X1 [Orbicella faveolata]",26.042,"Q9H761"
"XP_020624495.1","prominin-1-A-like isoform X1 [Orbicella faveolata]",29.441,"Q9W735"
"XP_020624506.1","VPS10 domain-containing receptor SorCS2-like [Orbicella faveolata]",29.331,"Q8WY21"
"XP_020624508.1","60S ribosomal protein L26-like [Orbicella faveolata]",74.825,"Q95WA0"
"XP_020624509.1","uncharacterized protein LOC110061976 [Orbicella faveolata]",29.749,"Q5HPW0"
"XP_020624511.1","structural maintenance of chromosomes protein 3-like [Orbicella faveolata]",50.752,"O93309"
"XP_020624513.1","uncharacterized protein LOC110061983 [Orbicella faveolata]",30.38,"Q9CXI3"
"XP_020624515.1","actin-binding LIM protein 3-like [Orbicella faveolata]",46.122,"Q69ZX8"
"XP_020624517.1","WD repeat-containing protein 38-like [Orbicella faveolata]",24.579,"Q8YV57"
"XP_020624519.1","transmembrane emp24 domain-containing protein 4-like [Orbicella faveolata]",52.874,"Q7Z7H5"
"XP_020624520.1","paramyosin-like [Orbicella faveolata]",28.415,"Q804T6"
"XP_020624523.1","cilia- and flagella-associated protein 206-like [Orbicella faveolata]",79.787,"Q29RL1"
"XP_020624524.1","carbohydrate sulfotransferase 11-like [Orbicella faveolata]",35.102,"P69478"
"XP_020624529.1","uncharacterized protein LOC110061997 isoform X1 [Orbicella faveolata]",30,"E9Q7X7"
"XP_020624532.1","bifunctional arginine demethylase and lysyl-hydroxylase JMJD6-A-like [Orbicella faveolata]",28.261,"Q5ZMK5"
"XP_020624546.1","poly [ADP-ribose] polymerase 14-like [Orbicella faveolata]",24.449,"Q2EMV9"
"XP_020624552.1","epididymal secretory protein E1-like [Orbicella faveolata]",26.712,"Q9VQ62"
"XP_020624556.1","uncharacterized protein LOC110062022 [Orbicella faveolata]",24.742,"A0A1B0GX95"
"XP_020624559.1","ras GTPase-activating protein-binding protein 1-like [Orbicella faveolata]",63.91,"Q32LC7"
"XP_020624562.1","mortality factor 4-like protein 1 [Orbicella faveolata]",52.215,"Q6AYU1"
"XP_020624563.1","uncharacterized protein LOC110062029 [Orbicella faveolata]",31.068,"A0PXU6"
"XP_020624564.1","testican-2-like [Orbicella faveolata]",34.574,"Q92563"
"XP_020624565.1","amyloid-like protein 2 [Orbicella faveolata]",58.929,"P81902"
"XP_020624566.1","hepatocyte nuclear factor 4-gamma-like isoform X1 [Orbicella faveolata]",62.74,"Q14541"
"XP_020624572.1","hepatocyte nuclear factor 4-gamma-like isoform X3 [Orbicella faveolata]",62.74,"Q14541"
"XP_020624578.1","tetratricopeptide repeat protein 28-like isoform X1 [Orbicella faveolata]",24.295,"Q96AY4"
"XP_020624581.1","FAD-dependent oxidoreductase domain-containing protein 1-like [Orbicella faveolata]",48.662,"Q6DCP1"
"XP_020624582.1","uridine-cytidine kinase 2-like [Orbicella faveolata]",62.016,"B1H116"
"XP_020624587.1","large proline-rich protein bag6-A-like isoform X1 [Orbicella faveolata]",33.333,"Q9YHD3"
"XP_020624609.1","gamma-aminobutyric acid receptor-associated protein-like 2 [Orbicella faveolata]",76.724,"P60519"
"XP_020624624.1","arachidonate 5-lipoxygenase-like [Orbicella faveolata]",28.438,"P09917"
"XP_020624628.1","radial spoke head 1 homolog [Orbicella faveolata]",57.143,"Q6VTH5"
"XP_020624629.1","5'-AMP-activated protein kinase catalytic subunit alpha-2-like [Orbicella faveolata]",59.099,"Q09137"
"XP_020624630.1","uncharacterized protein LOC110062111 [Orbicella faveolata]",26.803,"P32674"
"XP_020624638.1","lysosomal acid phosphatase-like [Orbicella faveolata]",29.206,"Q4R5N9"
"XP_020624649.1","very-long-chain enoyl-CoA reductase-like [Orbicella faveolata]",50,"Q9NZ01"
"XP_020624655.1","single-stranded DNA-binding protein 3-like [Orbicella faveolata]",53.559,"Q9BWW4"
"XP_020624660.1","uncharacterized protein LOC110062137 [Orbicella faveolata]",22.373,"Q9XSM3"
"XP_020624662.1","arachidonate 5-lipoxygenase-like [Orbicella faveolata]",39.13,"P09439"
"XP_020624663.1","protein wntless homolog, partial [Orbicella faveolata]",45.174,"Q6DID7"
"XP_020624666.1","uncharacterized protein LOC110062144 [Orbicella faveolata]",39.234,"Q8R634"
"XP_020624667.1","prefoldin subunit 4-like [Orbicella faveolata]",65.854,"Q9NQP4"
"XP_020624673.1","thimet oligopeptidase-like [Orbicella faveolata]",60.191,"P52888"
"XP_020624681.1","fibrinogen alpha chain-like [Orbicella faveolata]",48.889,"P12105"
"XP_020624687.1","BTB/POZ domain-containing protein KCTD4-like [Orbicella faveolata]",56.522,"Q6DG99"
"XP_020624689.1","prostatic acid phosphatase-like, partial [Orbicella faveolata]",25,"Q0P5F0"
"XP_020624691.1","uncharacterized protein LOC110062171 [Orbicella faveolata]",30.159,"Q1LWV7"
"XP_020624693.1","glycine dehydrogenase (decarboxylating), mitochondrial-like [Orbicella faveolata]",66.333,"Q91W43"
"XP_020624696.1","uncharacterized protein LOC110062177 [Orbicella faveolata]",26.539,"P32674"
"XP_020624715.1","proteasome subunit alpha type-6 [Orbicella faveolata]",81.707,"P60900"
"XP_020624718.1","DNA-directed RNA polymerases I, II, and III subunit RPABC1 [Orbicella faveolata]",81.34,"B0BNE2"
"XP_020624719.1","gamma-aminobutyric acid type B receptor subunit 1-like [Orbicella faveolata]",26.746,"O75899"
"XP_020624721.1","phosphatidylinositol 4-kinase alpha-like [Orbicella faveolata]",51.795,"P42356"
"XP_020624722.1","vitellogenin-like [Orbicella faveolata]",23.251,"Q90243"
"XP_020624723.1","uncharacterized protein LOC110062194 [Orbicella faveolata]",25.18,"P02845"
"XP_020624725.1","uncharacterized protein LOC110062196 [Orbicella faveolata]",27.619,"C8YTM5"
"XP_020624744.1","BTB/POZ domain-containing protein KCTD21-like isoform X1 [Orbicella faveolata]",56.989,"Q6DG99"
"XP_020624745.1","BTB/POZ domain-containing protein KCTD6-like isoform X2 [Orbicella faveolata]",52.885,"Q6DG99"
"XP_020624747.1","BTB/POZ domain-containing protein KCTD6-like [Orbicella faveolata]",52.885,"Q6DG99"
"XP_020624751.1","uncharacterized protein LOC110062217 isoform X1 [Orbicella faveolata]",55.435,"Q6DG99"
"XP_020624753.1","uncharacterized protein LOC110062217 isoform X3 [Orbicella faveolata]",56.522,"Q6DG99"
"XP_020624754.1","BTB/POZ domain-containing protein KCTD4-like [Orbicella faveolata]",56.522,"Q6DG99"
"XP_020624755.1","uncharacterized protein LOC110062220 [Orbicella faveolata]",41.304,"A6V1I9"
"XP_020624756.1","anoctamin-10-like [Orbicella faveolata]",42.368,"Q8BH79"
"XP_020624760.1","histone deacetylase 3-like [Orbicella faveolata]",71.564,"Q28DV3"
"XP_020624765.1","uncharacterized protein LOC110062231 [Orbicella faveolata]",43.478,"P86982"
"XP_020624766.1","uncharacterized protein LOC110062228 [Orbicella faveolata]",26.056,"Q9D6U8"
"XP_020624773.1","uncharacterized protein LOC110062235 [Orbicella faveolata]",32.432,"A8GAA9"
"XP_020624774.1","uncharacterized protein LOC110062236 [Orbicella faveolata]",33.333,"O54245"
"XP_020624775.1","uncharacterized protein LOC110062238 [Orbicella faveolata]",45.588,"P86982"
"XP_020624779.1","probable ATP-dependent RNA helicase DDX4 [Orbicella faveolata]",49.778,"Q4R5S7"
"XP_020624784.1","phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 1 protein-like [Orbicella faveolata]",47.945,"Q570Y9"
"XP_020624785.1","collagen alpha-2(I) chain-like [Orbicella faveolata]",36.842,"P12105"
"XP_020624789.1","uncharacterized protein LOC110062254 [Orbicella faveolata]",28.324,"Q8N6F8"
"XP_020624800.1","uncharacterized protein LOC110062266 [Orbicella faveolata]",29.412,"Q8N6F8"
"XP_020624801.1","uncharacterized protein C1orf228 homolog isoform X1 [Orbicella faveolata]",54.293,"A7MBF6"
"XP_020624808.1","signal recognition particle 19 kDa protein-like [Orbicella faveolata]",50.781,"Q9D7A6"
"XP_020624809.1","ER membrane protein complex subunit 4-like [Orbicella faveolata]",51.724,"Q6P011"
"XP_020624816.1","uncharacterized protein LOC110062283 [Orbicella faveolata]",27.586,"P38085"
"XP_020624818.1","LOW QUALITY PROTEIN: myosin-IIIb-like [Orbicella faveolata]",43.627,"Q8WXR4"
"XP_020624831.1","immediate early response 3-interacting protein 1-like [Orbicella faveolata]",69.512,"P85007"
"XP_020624833.1","ganglioside GM2 activator-like [Orbicella faveolata]",24.096,"Q60648"
"XP_020624836.1","uncharacterized protein LOC110062308 [Orbicella faveolata]",36.111,"B1P1C4"
"XP_020624837.1","uncharacterized protein LOC110062309 [Orbicella faveolata]",30.769,"Q6PCS6"
"XP_020624839.1","GPI ethanolamine phosphate transferase 3-like [Orbicella faveolata]",34.522,"Q8TEQ8"
"XP_020624841.1","m7GpppN-mRNA hydrolase-like [Orbicella faveolata]",52.814,"Q9CYC6"
"XP_020624849.1","stomatin-like protein 2, mitochondrial [Orbicella faveolata]",76.147,"Q99JB2"
"XP_020624850.1","stomatin-like protein 2, mitochondrial [Orbicella faveolata]",66.292,"H2FLJ1"
"XP_020624851.1","DBH-like monooxygenase protein 1 [Orbicella faveolata]",42.275,"Q9CXI3"
"XP_020624852.1","alpha-aminoadipic semialdehyde dehydrogenase-like [Orbicella faveolata]",72.517,"Q2KJC9"
"XP_020624859.1","protein ABHD17C-like [Orbicella faveolata]",77.352,"Q7ZVZ7"
"XP_020624868.1","zinc finger FYVE domain-containing protein 9-like isoform X1 [Orbicella faveolata]",43.461,"O95405"
"XP_020624874.1","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7-like isoform X1 [Orbicella faveolata]",61.667,"Q54V61"
"XP_020624880.1","ras-like protein 1 [Orbicella faveolata]",38.542,"Q6TEN1"
"XP_020624890.1","lamin-B receptor-like [Orbicella faveolata]",38.824,"O08984"
"XP_020624895.1","delta(14)-sterol reductase-like [Orbicella faveolata]",46.742,"O08984"
"XP_020624900.1","splicing regulatory glutamine/lysine-rich protein 1-like isoform X1 [Orbicella faveolata]",47.778,"Q8WXA9"
"XP_020624902.1","adrenodoxin-like protein, mitochondrial [Orbicella faveolata]",64.881,"P37193"
"XP_020624905.1","transitional endoplasmic reticulum ATPase [Orbicella faveolata]",85.32,"P23787"
"XP_020624906.1","BRISC and BRCA1-A complex member 1-like [Orbicella faveolata]",36.91,"Q6DJG6"
"XP_020624907.1","UPF0587 protein C1orf123 homolog isoform X1 [Orbicella faveolata]",67.5,"A7SJ66"
"XP_020624922.1","uncharacterized protein LOC110062384 isoform X2 [Orbicella faveolata]",29.885,"Q8I239"
"XP_020624928.1","tyrosine-protein kinase Btk29A-like [Orbicella faveolata]",57.022,"P08630"
"XP_020624929.1","tyrosine-protein kinase Tec-like [Orbicella faveolata]",32.4,"P35991"
"XP_020624935.1","phosphoglucomutase-2-like [Orbicella faveolata]",54.466,"Q96G03"
"XP_020624937.1","dynein heavy chain 12, axonemal-like [Orbicella faveolata]",55.575,"Q8WXX0"
"XP_020624940.1","HEAT repeat-containing protein 5B-like isoform X1 [Orbicella faveolata]",52.069,"A1A5F2"
"XP_020624942.1","uncharacterized protein LOC110062399 [Orbicella faveolata]",26.333,"B1VEI4"
"XP_020624943.1","uncharacterized protein LOC110062402 [Orbicella faveolata]",27.397,"A0A2J6RX17"
"XP_020624944.1","uncharacterized protein LOC110062403 [Orbicella faveolata]",29.714,"Q8CDF7"
"XP_020624951.1","mucin-5AC-like isoform X1 [Orbicella faveolata]",33.54,"Q95114"
"XP_020624988.1","phytanoyl-CoA dioxygenase domain-containing protein 1-like [Orbicella faveolata]",47.845,"Q5U3U0"
"XP_020624989.1","superoxide dismutase [Mn], mitochondrial-like [Orbicella faveolata]",69.406,"P09671"
"XP_020624992.1","3-hydroxyisobutyryl-CoA hydrolase, mitochondrial-like [Orbicella faveolata]",48.108,"A2VDC2"
"XP_020625026.1","universal stress protein A-like protein [Orbicella faveolata]",28.378,"Q8LGG8"
"XP_020625027.1","carboxylesterase 5A-like [Orbicella faveolata]",35.318,"G3V7J5"
"XP_020625028.1","uncharacterized protein LOC110062447 [Orbicella faveolata]",35.294,"Q12W31"
"XP_020625030.1","tubulin alpha-1C chain-like [Orbicella faveolata]",93.096,"Q3ZCJ7"
"XP_020625031.1","estradiol 17-beta-dehydrogenase 8-like [Orbicella faveolata]",56,"Q92506"
"XP_020625035.1","tyramine receptor tyra-2-like [Orbicella faveolata]",29.217,"P43141"
"XP_020625036.1","nicotinate-nucleotide pyrophosphorylase [carboxylating]-like [Orbicella faveolata]",68.166,"A7SG73"
"XP_020625043.1","uncharacterized protein LOC110062459 [Orbicella faveolata]",27.5,"Q2FF32"
"XP_020625044.1","LIM domain only protein 3-like [Orbicella faveolata]",48.837,"Q6DJ06"
"XP_020625045.1","ADP-ribosylation factor 1 [Orbicella faveolata]",93.333,"P61209"
"XP_020625050.1","uncharacterized protein LOC110062464 isoform X2 [Orbicella faveolata]",31.724,"P74897"
"XP_020625051.1","uncharacterized protein LOC110062465 [Orbicella faveolata]",32,"P72745"
"XP_020625055.1","major antigen-like isoform X1 [Orbicella faveolata]",32.378,"Q7Z7A1"
"XP_020625064.1","uncharacterized protein LOC110062478 [Orbicella faveolata]",43.966,"Q2YMB3"
"XP_020625065.1","serine/threonine-protein kinase 11-interacting protein-like [Orbicella faveolata]",27.415,"Q6P4K6"
"XP_020625069.1","uncharacterized protein LOC110062484 [Orbicella faveolata]",35.484,"Q9FLG2"
"XP_020625072.1","28S ribosomal protein S33, mitochondrial-like [Orbicella faveolata]",46.078,"Q9D2R8"
"XP_020625073.1","acetylcholinesterase-like [Orbicella faveolata]",36.702,"P21927"
"XP_020625085.1","ciliogenesis-associated TTC17-interacting protein-like [Orbicella faveolata]",46.125,"Q0IHI3"
"XP_020625087.1","ras suppressor protein 1-like [Orbicella faveolata]",47.232,"Q5E9C0"
"XP_020625089.1","unconventional myosin-Id-like [Orbicella faveolata]",57.268,"Q63357"
"XP_020625090.1","ADP-ribosylation factor 1-like 2 [Orbicella faveolata]",94.413,"Q61LA8"
"XP_020625097.1","uncharacterized protein LOC110062512 [Orbicella faveolata]",38.942,"Q3MHX6"
"XP_020625101.1","cilia- and flagella-associated protein 157-like [Orbicella faveolata]",47.755,"Q0VFN8"
"XP_020625102.1","nascent polypeptide-associated complex subunit alpha-like [Orbicella faveolata]",63.333,"Q9BZK3"
"XP_020625106.1","probable medium-chain specific acyl-CoA dehydrogenase, mitochondrial [Orbicella faveolata]",71.182,"Q9VSA3"
"XP_020625107.1","SNARE-associated protein Snapin-like [Orbicella faveolata]",60.952,"O95295"
"XP_020625110.1","solute carrier family 12 member 2-like [Orbicella faveolata]",47.619,"P55011"
"XP_020625113.1","uncharacterized protein LOC110062526 [Orbicella faveolata]",28.333,"Q8WYL5"
"XP_020625115.1","autophagy protein 5-like [Orbicella faveolata]",59.707,"Q3MQ24"
"XP_020625116.1","pre-mRNA-splicing factor SYF1-like [Orbicella faveolata]",68.758,"Q99PK0"
"XP_020625118.1","casein kinase II subunit beta [Orbicella faveolata]",92.195,"Q91398"
"XP_020625121.1","proteasome subunit beta type-1-like [Orbicella faveolata]",71.429,"P18421"
"XP_020625122.1","peptidyl-prolyl cis-trans isomerase NIMA-interacting 1-like [Orbicella faveolata]",61.146,"Q5BIN5"
"XP_020625123.1","DNA polymerase epsilon subunit 3-like [Orbicella faveolata]",63.704,"Q3SZN5"
"XP_020625126.1","U6 snRNA-associated Sm-like protein LSm2 [Orbicella faveolata]",86.17,"O35900"
"XP_020625128.1","uncharacterized protein LOC110062540 [Orbicella faveolata]",25.17,"O62515"
"XP_020625129.1","sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1-like [Orbicella faveolata]",25.338,"A2AVA0"
"XP_020625131.1","deoxyhypusine synthase-like [Orbicella faveolata]",66.967,"Q3TXU5"
"XP_020625132.1","ubiquinone biosynthesis protein COQ4 homolog, mitochondrial-like [Orbicella faveolata]",57.073,"A7SNR3"
"XP_020625133.1","arylamine N-acetyltransferase, pineal gland isozyme NAT-3-like [Orbicella faveolata]",31.597,"P13914"
"XP_020625146.1","protein crumbs homolog 1-like [Orbicella faveolata]",28.337,"P10040"
"XP_020625159.1","uncharacterized protein LOC110062573 [Orbicella faveolata]",23.448,"Q6B457"
"XP_020625171.1","myotubularin-related protein 13-like isoform X1 [Orbicella faveolata]",40.622,"Q6NTN5"
"XP_020625187.1","transcription initiation factor TFIID subunit 11-like isoform X1 [Orbicella faveolata]",70.909,"Q5RA91"
"XP_020625190.1","uncharacterized protein LOC110062602 [Orbicella faveolata]",38.333,"Q754X1"
"XP_020625208.1","NEDD8-conjugating enzyme Ubc12-like [Orbicella faveolata]",80.328,"A3KN22"
"XP_020625211.1","cytoskeleton-associated protein 5-like [Orbicella faveolata]",47.109,"Q14008"
"XP_020625221.1","b(0,+)-type amino acid transporter 1-like [Orbicella faveolata]",50.722,"P82251"
"XP_020625223.1","protein argonaute-2-like [Orbicella faveolata]",57.522,"O77503"
"XP_020625228.1","salivary glue protein Sgs-3-like [Orbicella faveolata]",23.894,"P07898"
"XP_020625234.1","branched-chain-amino-acid aminotransferase-like [Orbicella faveolata]",66.585,"A7SLW1"
"XP_020625243.1","syntaxin-16-like isoform X1 [Orbicella faveolata]",52.258,"O14662"
"XP_020625244.1","histamine N-methyltransferase A-like [Orbicella faveolata]",27.119,"Q5U4V2"
"XP_020625246.1","uncharacterized protein LOC110062642 [Orbicella faveolata]",30.435,"Q0IHW6"
"XP_020625248.1","uncharacterized protein LOC110062645 [Orbicella faveolata]",26.25,"Q7VF36"
"XP_020625253.1","protein white-like [Orbicella faveolata]",42.274,"P10090"
"XP_020625254.1","syntaxin-16-like isoform X3 [Orbicella faveolata]",52.258,"O14662"
"XP_020625256.1","cation-dependent mannose-6-phosphate receptor-like [Orbicella faveolata]",32.174,"Q6AY20"
"XP_020625257.1","uncharacterized protein LOC110062653 isoform X1 [Orbicella faveolata]",33.333,"Q6AY20"
"XP_020625262.1","uncharacterized protein LOC110062656 [Orbicella faveolata]",38.028,"Q05360"
"XP_020625265.1","collagen triple helix repeat-containing protein 1-like [Orbicella faveolata]",44.385,"Q8CG08"
"XP_020625267.1","sodium- and chloride-dependent taurine transporter-like [Orbicella faveolata]",55.319,"P31646"
"XP_020625269.1","serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A-like [Orbicella faveolata]",57.012,"Q505D1"
"XP_020625271.1","protein CLP1 homolog [Orbicella faveolata]",75.349,"A7RG82"
"XP_020625276.1","uncharacterized protein LOC110062672 [Orbicella faveolata]",52.586,"Q91XF0"
"XP_020625277.1","tetratricopeptide repeat protein 28-like [Orbicella faveolata]",25.739,"Q96AY4"
"XP_020625278.1","uncharacterized protein LOC110062676 [Orbicella faveolata]",31.977,"Q38906"
"XP_020625283.1","protein white-like [Orbicella faveolata]",42.257,"Q27256"
"XP_020625291.1","uncharacterized protein LOC110062688 [Orbicella faveolata]",27.679,"O23680"
"XP_020625296.1","peroxisomal carnitine O-octanoyltransferase-like isoform X1 [Orbicella faveolata]",42.404,"O19094"
"XP_020625304.1","uncharacterized protein LOC110062698 [Orbicella faveolata]",30.725,"Q8JI28"
"XP_020625307.1","perlucin-like protein [Orbicella faveolata]",27.976,"P86854"
"XP_020625308.1","uncharacterized protein LOC110062702 [Orbicella faveolata]",41.441,"O43854"
"XP_020625309.1","uncharacterized protein LOC110062704 isoform X1 [Orbicella faveolata]",37.398,"Q8K480"
"XP_020625313.1","ras-related protein Rab-22A-like [Orbicella faveolata]",55.897,"P35285"
"XP_020625315.1","uncharacterized protein LOC110062707 isoform X1 [Orbicella faveolata]",39.516,"F7J220"
"XP_020625327.1","polyamine oxidase-like [Orbicella faveolata]",41.889,"A0A0P0XM10"
"XP_020625330.1","trafficking protein particle complex subunit 13-like isoform X1 [Orbicella faveolata]",58.333,"Q6PBY7"
"XP_020625334.1","uncharacterized protein LOC110062724 [Orbicella faveolata]",31.579,"Q8MSU3"
"XP_020625335.1","oxysterol-binding protein-related protein 9-like [Orbicella faveolata]",50.901,"Q5R9W4"
"XP_020625343.1","tolloid-like protein 2 [Orbicella faveolata]",27.002,"Q9WVM6"
"XP_020625347.1","uncharacterized protein LOC110062739 [Orbicella faveolata]",29.323,"Q9Y6F6"
"XP_020625353.1","putative ferric-chelate reductase 1 [Orbicella faveolata]",28.468,"Q6INU7"
"XP_020625354.1","ferric-chelate reductase 1-like [Orbicella faveolata]",29.496,"Q6INU7"
"XP_020625357.1","uncharacterized protein LOC110062748 [Orbicella faveolata]",41.818,"Q7Z408"
"XP_020625371.1","uncharacterized protein LOC110062763 [Orbicella faveolata]",26.126,"Q54J50"
"XP_020625376.1","uncharacterized protein LOC110062769 [Orbicella faveolata]",71.784,"Q58DT1"
"XP_020625377.1","geranylgeranyl transferase type-2 subunit alpha-like [Orbicella faveolata]",46.14,"Q92696"
"XP_020625382.1","solute carrier family 22 member 5-like, partial [Orbicella faveolata]",33.918,"O76082"
"XP_020625391.1","dnaJ homolog subfamily B member 14-like [Orbicella faveolata]",44.974,"Q9NXW2"
"XP_020625393.1","nicotinate phosphoribosyltransferase-like [Orbicella faveolata]",62.839,"Q9VQX4"
"XP_020625394.1","E3 ubiquitin-protein ligase MIB2-like [Orbicella faveolata]",38.507,"Q5ZIJ9"
"XP_020625401.1","uncharacterized protein LOC110062796 [Orbicella faveolata]",27.027,"B9KRA6"
"XP_020625412.1","pyruvate kinase PKM-like [Orbicella faveolata]",58.621,"P14618"
"XP_020625413.1","guanine deaminase-like [Orbicella faveolata]",53.117,"Q86AW9"
"XP_020625417.1","programmed cell death protein 6-like [Orbicella faveolata]",60.479,"G3V7W1"
"XP_020625418.1","guanine exchange factor for Rac 30-like [Orbicella faveolata]",33.333,"Q1ZXH8"
"XP_020625426.1","lymphocyte antigen 6I-like [Orbicella faveolata]",25.758,"P0DPY0"
"XP_020625427.1","programmed cell death protein 6-like [Orbicella faveolata]",75,"P12815"
"XP_020625428.1","40S ribosomal protein S27 [Orbicella faveolata]",82.143,"P55833"
"XP_020625429.1","mitochondrial uncoupling protein 3-like [Orbicella faveolata]",53.922,"O77792"
"XP_020625435.1","SH2 domain-containing adapter protein B-like [Orbicella faveolata]",44.55,"Q15464"
"XP_020625436.1","uncharacterized protein LOC110062836 isoform X1 [Orbicella faveolata]",32,"Q8JZM4"
"XP_020625442.1","deleted in malignant brain tumors 1 protein-like [Orbicella faveolata]",28.485,"A1L4H1"
"XP_020625443.1","arachidonate 5-lipoxygenase-like [Orbicella faveolata]",27.157,"P12527"
"XP_020625444.1","uncharacterized protein LOC110062845 [Orbicella faveolata]",28.723,"A0A142I730"
"XP_020625456.1","tetratricopeptide repeat protein 38-like [Orbicella faveolata]",38.105,"A3KPN8"
"XP_020625470.1","uncharacterized protein LOC110062866 isoform X1 [Orbicella faveolata]",33.333,"Q45087"
"XP_020625478.1","UPF0769 protein C21orf59 homolog [Orbicella faveolata]",47.656,"Q6DRC3"
"XP_020625479.1","uncharacterized protein LOC110062874 isoform X1 [Orbicella faveolata]",29.508,"P08169"
"XP_020625481.1","uncharacterized protein LOC110062876 [Orbicella faveolata]",39.474,"B3EWZ3"
"XP_020625482.1","uncharacterized protein LOC110062877 [Orbicella faveolata]",33.918,"Q13443"
"XP_020625502.1","muscle M-line assembly protein unc-89-like [Orbicella faveolata]",38.793,"Q8WWN9"
"XP_020625503.1","serine protease 33-like [Orbicella faveolata]",43.373,"P14272"
"XP_020625506.1","GTP-binding protein SAR1b-like isoform X1 [Orbicella faveolata]",69.828,"Q3T0T7"
"XP_020625507.1","unconventional myosin-IXb-like [Orbicella faveolata]",44.017,"Q63358"
"XP_020625509.1","GTP-binding protein SAR1b-like isoform X1 [Orbicella faveolata]",77.551,"Q5R548"
"XP_020625513.1","nonsense-mediated mRNA decay protein 2-like [Orbicella faveolata]",30.588,"A7M9B2"
"XP_020625515.1","60S ribosomal protein L3-like [Orbicella faveolata]",74.811,"P39023"
"XP_020625517.1","28S ribosomal protein S24-A, mitochondrial-like [Orbicella faveolata]",42,"Q3B8K3"
"XP_020625518.1","unconventional myosin-IXa-like [Orbicella faveolata]",47.978,"B2RTY4"
"XP_020625520.1","uncharacterized protein LOC110062913 [Orbicella faveolata]",25.989,"Q9ZE40"
"XP_020625523.1","uncharacterized protein LOC110062914 [Orbicella faveolata]",32.432,"A4QDK5"
"XP_020625524.1","CD59 glycoprotein-like [Orbicella faveolata]",27.523,"Q9DD23"
"XP_020625525.1","cilia- and flagella-associated protein 52-like [Orbicella faveolata]",52.294,"F1SS88"
"XP_020625527.1","guanine nucleotide-binding protein subunit alpha-13-like [Orbicella faveolata]",62.466,"Q14344"
"XP_020625534.1","WD repeat-containing protein 19-like [Orbicella faveolata]",73.684,"Q8NEZ3"
"XP_020625536.1","WD repeat-containing protein 19-like, partial [Orbicella faveolata]",58.361,"Q3UGF1"
"XP_020625538.1","testisin-like [Orbicella faveolata]",40.809,"Q9DBI0"
"XP_020625539.1","transmembrane protease serine 9-like [Orbicella faveolata]",36.066,"P69525"
"XP_020625540.1","beta-taxilin-like [Orbicella faveolata]",36.196,"Q8N3L3"
"XP_020625545.1","TATA element modulatory factor-like [Orbicella faveolata]",29.781,"Q0WVL7"
"XP_020625547.1","ubiquitin carboxyl-terminal hydrolase 7-like [Orbicella faveolata]",54.682,"Q6A4J8"
"XP_020625559.1","centrosomal protein of 112 kDa-like [Orbicella faveolata]",44.399,"Q8N8E3"
"XP_020625565.1","uncharacterized protein LOC110062961 [Orbicella faveolata]",24.324,"A4YES9"
"XP_020625572.1","uncharacterized protein LOC110062964 isoform X1 [Orbicella faveolata]",25.21,"O45168"
"XP_020625574.1","clusterin-associated protein 1-like [Orbicella faveolata]",59.73,"Q96AJ1"
"XP_020625576.1","uncharacterized protein C7orf62-like [Orbicella faveolata]",34.247,"Q8TBZ9"
"XP_020625583.1","uncharacterized protein LOC110062977 [Orbicella faveolata]",29.487,"Q9JHX4"
"XP_020625584.1","serine protease 27-like [Orbicella faveolata]",44.578,"P14272"
"XP_020625587.1","tetraspanin-33-like isoform X1 [Orbicella faveolata]",40.075,"Q3SYV5"
"XP_020625591.1","uncharacterized protein LOC110062984 [Orbicella faveolata]",39.683,"P98088"
"XP_020625593.1","anionic trypsin-2-like [Orbicella faveolata]",43.13,"Q2KJ63"
"XP_020625606.1","putative threonine dehydratase isoform X1 [Orbicella faveolata]",32.911,"Q54HH2"
"XP_020625609.1","protein SEC13 homolog isoform X1 [Orbicella faveolata]",71.01,"Q9D1M0"
"XP_020625617.1","uncharacterized protein LOC110063004 [Orbicella faveolata]",36.765,"Q2SS50"
"XP_020625637.1","leucine-rich repeat-containing protein 23-like [Orbicella faveolata]",41.115,"Q28CU0"
"XP_020625638.1","anoctamin-7-like [Orbicella faveolata]",49.383,"Q14AT5"
